"","Site","Diversity","Observed","Estimator","s.e.","LCL","UCL","n","S.obs","SC"
"1","Kale","Species richness",10,30.25,16.637,14.955,92.75,28,10,0.753
"2","Kale","Shannon diversity",5.186,8.279,3.399,5.186,14.94,28,10,0.753
"3","Kale","Simpson diversity",3.136,3.405,1.27,3.136,5.895,28,10,0.753
"4","Platero","Species richness",5,5.583,1.174,5.048,12.062,8,5,0.825
"5","Platero","Shannon diversity",4.757,6.702,2.096,4.757,10.81,8,5,0.825
"6","Platero","Simpson diversity",4.571,9.333,2.889,4.571,14.995,8,5,0.825
